ENSG	Name	Size
ENSG00000237040.4	DPH3P2	250
ENSG00000237041.1	AC007679.3	414
ENSG00000237042.1	MICG	132
ENSG00000237048.2	TTTY12	979
ENSG00000237049.1	RPL34P1	354
ENSG00000237053.1	FUCA1P1	1351
ENSG00000237054.8	PRMT5-AS1	1012.28571428571
ENSG00000237055.1	MTCO1P48	1096
ENSG00000237057.2	LINC02087	951
ENSG00000237058.1	AL831784.1	373
ENSG00000237061.1	AC100823.1	480
ENSG00000237062.1	AL512649.2	597
ENSG00000237063.1	AL035420.2	616
ENSG00000237064.1	EIF3IP1	967
ENSG00000237065.2	NANOGP4	913
ENSG00000237068.1	RPL5P2	854
ENSG00000237069.2	TTTY23B	512
ENSG00000237070.1	AC005550.3	3743
ENSG00000237072.1	AL161727.1	530
ENSG00000237073.1	AL162727.2	395
ENSG00000237074.1	AL596218.1	1028.5
ENSG00000237076.1	AL035706.1	683
ENSG00000237077.1	AC105399.1	311.5
ENSG00000237080.2	EHMT2-AS1	373
ENSG00000237082.1	COX5BP6	211
ENSG00000237083.1	AL162725.1	301
ENSG00000237085.2	AC127391.1	98
ENSG00000237087.1	AC068134.2	576
ENSG00000237088.1	AL163193.1	788
ENSG00000237089.2	PCNPP4	517
ENSG00000237090.1	AL512353.3	1326
ENSG00000237092.1	LINC01065	577
ENSG00000237094.10	AL732372.3	545.588235294118
ENSG00000237099.1	GYG1P2	1006
ENSG00000237101.1	AC092809.4	1323
ENSG00000237104.1	NA	NA
ENSG00000237106.2	FABP5P15	214
ENSG00000237107.3	AL591473.1	313
ENSG00000237109.1	RPL21P111	477
ENSG00000237110.2	TAAR9	1047
ENSG00000237111.1	IGHJ3P	50
ENSG00000237115.2	AL139805.2	2433
ENSG00000237118.2	CYP2F2P	1056
ENSG00000237119.1	LINC01056	1234
ENSG00000237121.1	PIEZO1P2	2180
ENSG00000237122.3	FAM90A19P	1395
ENSG00000237124.1	MTND2P11	648
ENSG00000237125.7	HAND2-AS1	1370.48648648649
ENSG00000237126.7	AC073254.1	794.230769230769
ENSG00000237127.1	AC245028.2	253
ENSG00000237128.1	AL358234.1	273
ENSG00000237129.1	MTCYBP34	670
ENSG00000237130.1	MRPS6P2	370
ENSG00000237131.1	AL021397.1	248
ENSG00000237133.1	AC020594.1	338
ENSG00000237135.1	DDX10P1	1933
ENSG00000237136.5	C4orf51	485
ENSG00000237137.1	AL159169.1	127
ENSG00000237138.1	HUNK-AS1	616
ENSG00000237139.1	RPS26P41	284
ENSG00000237140.2	HSPE1P16	348
ENSG00000237141.1	DNAJC19P1	319
ENSG00000237148.1	HIGD1AP2	280
ENSG00000237149.5	ZNF503-AS2	1129.16666666667
ENSG00000237152.3	DLEU7-AS1	1806
ENSG00000237153.1	AL162725.2	748
ENSG00000237154.2	MCFD2P1	300
ENSG00000237158.1	AL353718.1	517
ENSG00000237159.4	CNTFR-AS1	629.75
ENSG00000237160.2	AC004022.2	193
ENSG00000237161.4	AC068446.1	1549
ENSG00000237162.1	AC007098.1	367
ENSG00000237163.1	AC099794.2	303
ENSG00000237164.1	SLC25A15P2	338
ENSG00000237166.1	LINC01792	2050
ENSG00000237167.1	AC128709.3	626
ENSG00000237169.1	RPL12P27	496
ENSG00000237170.3	RPS7P15	584
ENSG00000237171.1	AC005297.3	756
ENSG00000237172.3	B3GNT9	2917
ENSG00000237173.1	AC099796.2	108
ENSG00000237174.6	AL445465.1	557.75
ENSG00000237175.1	NME1P1	382
ENSG00000237176.4	AC079905.1	475
ENSG00000237178.2	AC019080.2	394
ENSG00000237179.4	LINC01797	465
ENSG00000237180.1	CYP46A4P	267
ENSG00000237181.1	AC147651.3	731
ENSG00000237182.1	BX276092.6	250
ENSG00000237183.1	KRTAP9-10P	207
ENSG00000237185.1	VN1R66P	916
ENSG00000237186.1	AC092418.1	623
ENSG00000237187.7	NR2F1-AS1	1467.5
ENSG00000237188.3	AC242426.3	1560
ENSG00000237189.1	AL138900.2	156
ENSG00000237190.3	CDKN2AIPNL	1011.5
ENSG00000237193.1	AL451054.2	202
ENSG00000237194.1	SNAI1P1	777
ENSG00000237195.1	DLGAP5P1	464
ENSG00000237197.1	IGHD1-7	17
ENSG00000237200.1	ZBTB40-IT1	273
ENSG00000237202.1	AJ239321.1	564
ENSG00000237205.1	RPL7P34	712
ENSG00000237206.1	IMPDH1P4	1534
ENSG00000237207.2	RBM17P3	1192
ENSG00000237208.1	AL445072.1	639
ENSG00000237210.1	AC073324.1	1435
ENSG00000237211.2	SETP4	868
ENSG00000237212.1	AL449403.1	1577
ENSG00000237213.2	RPL23AP22	453
ENSG00000237214.3	AL080243.2	582
ENSG00000237215.3	AC232308.1	184
ENSG00000237217.1	AC008074.2	429
ENSG00000237220.1	AC104777.3	545
ENSG00000237221.1	PPEF1-AS1	430
ENSG00000237222.3	LINC01968	1258.75
ENSG00000237223.5	SULT1C2P1	1167
ENSG00000237224.4	AL157832.2	874
ENSG00000237225.1	OR13K1P	975
ENSG00000237226.1	AC127526.2	775
ENSG00000237227.1	AL162739.1	307
ENSG00000237230.1	KRTAP2-5P	396
ENSG00000237232.6	ZNF295-AS1	828.333333333333
ENSG00000237233.2	TMEM26-AS1	863
ENSG00000237234.5	Z99289.1	682.5
ENSG00000237235.2	TRDD2	9
ENSG00000237236.1	AC023141.10	200
ENSG00000237238.2	BMS1P10	1120
ENSG00000237242.1	BTF3P15	336
ENSG00000237243.1	AC022173.1	577
ENSG00000237247.5	MBD3L5	778
ENSG00000237248.4	LINC00987	2472
ENSG00000237249.1	Z99127.3	395
ENSG00000237250.3	AL359924.1	3127
ENSG00000237251.2	AC004987.3	771
ENSG00000237252.1	AC233981.1	461
ENSG00000237254.2	TRBV30	447
ENSG00000237256.1	PGAM3P	427
ENSG00000237257.1	MTND2P8	1025
ENSG00000237259.1	AL049646.2	258
ENSG00000237260.1	AC073069.1	441
ENSG00000237261.2	Metazoa_SRP	283
ENSG00000237262.1	AC068492.1	469
ENSG00000237263.1	MAPK6PS3	2162
ENSG00000237264.4	FTH1P11	551
ENSG00000237265.4	BX276092.7	951.666666666667
ENSG00000237266.1	LINC01810	411
ENSG00000237267.1	LINC01519	2029
ENSG00000237268.2	AC092447.7	1100.5
ENSG00000237269.1	RBMY2TP	947
ENSG00000237271.1	AC009498.1	541
ENSG00000237272.1	OR51R1P	952
ENSG00000237273.1	RSL24D1P8	492
ENSG00000237274.2	GTF3AP1	1004
ENSG00000237275.1	AL450023.3	271
ENSG00000237276.7	ANO7L1	801
ENSG00000237278.2	RLIMP2	1563
ENSG00000237279.2	AC099677.3	395
ENSG00000237280.1	AL136982.3	688
ENSG00000237281.1	CATIP-AS2	535
ENSG00000237282.3	LINC00851	718.5
ENSG00000237283.1	AL691515.1	733
ENSG00000237285.1	HNRNPA1P2	960
ENSG00000237286.1	AC004906.1	969
ENSG00000237289.8	CKMT1B	941.133333333333
ENSG00000237290.1	LINC01343	2283
ENSG00000237292.1	LINC01732	541.5
ENSG00000237293.1	AC007099.2	336
ENSG00000237294.1	EIF4BP9	1513
ENSG00000237296.8	SMG1P1	1985.42857142857
ENSG00000237297.1	AL713922.1	747
ENSG00000237298.7	TTN-AS1	829.191176470588
ENSG00000237299.1	AP000534.2	568
ENSG00000237300.2	MTCO1P19	500
ENSG00000237301.1	AL121992.1	2845
ENSG00000237302.1	OFD1P11Y	1177
ENSG00000237303.2	HIGD1AP8	274
ENSG00000237306.1	HSPE1P22	327
ENSG00000237307.2	SRRM1P3	2678
ENSG00000237308.1	AC009237.10	510
ENSG00000237309.1	MTND2P6	1030
ENSG00000237310.1	GS1-124K5.4	497
ENSG00000237311.1	AL034397.2	857
ENSG00000237312.1	AL590867.3	438
ENSG00000237314.2	RPL12P39	496
ENSG00000237316.1	Z82196.2	549
ENSG00000237317.2	AL022400.1	935
ENSG00000237319.1	AL118496.2	230
ENSG00000237320.2	AC019064.1	499
ENSG00000237321.1	AL354936.1	649
ENSG00000237322.1	RPL7L1P10	463
ENSG00000237323.1	AC245036.3	146
ENSG00000237324.3	AC093158.1	716
ENSG00000237325.3	AP000563.1	758
ENSG00000237326.1	AC113608.2	487
ENSG00000237327.1	UPP2-IT1	357
ENSG00000237328.1	RAI1-AS1	724
ENSG00000237329.2	AL356320.2	507
ENSG00000237330.2	RNF223	1902
ENSG00000237331.1	XIAP-AS1	482
ENSG00000237336.1	AL445489.1	722
ENSG00000237337.1	AL592182.2	858
ENSG00000237338.1	FTCD-AS1	500
ENSG00000237339.4	LINC01502	1231
ENSG00000237341.1	SYP-AS1	542
ENSG00000237342.1	AL132796.1	479
ENSG00000237343.1	AC246785.3	314
ENSG00000237345.1	AC245047.6	617
ENSG00000237346.1	AL080313.2	489
ENSG00000237347.2	AC004461.1	403
ENSG00000237349.1	BX679664.2	283
ENSG00000237350.1	CDC42P6	576
ENSG00000237351.1	AL513366.1	1248
ENSG00000237352.2	LINC01358	1015.36363636364
ENSG00000237353.5	PATE4	1293.66666666667
ENSG00000237354.1	OR52S1P	937
ENSG00000237356.4	AL365295.1	525.4
ENSG00000237357.2	BX088651.4	2029
ENSG00000237358.1	AC007064.1	351
ENSG00000237359.1	AL354977.2	728
ENSG00000237360.2	CHCHD4P2	420
ENSG00000237361.2	TUSC8	803
ENSG00000237363.1	AP006288.1	395
ENSG00000237365.1	AL512330.1	349
ENSG00000237370.1	AC010907.2	693
ENSG00000237371.1	AL355803.1	188
ENSG00000237372.2	UNQ6494	1492.5
ENSG00000237373.1	BRWD1-IT1	489
ENSG00000237374.4	NA	NA
ENSG00000237377.2	AC005703.2	343
ENSG00000237378.2	AL445989.1	867.333333333333
ENSG00000237379.1	CBX1P3	527
ENSG00000237380.5	HOXD-AS2	963
ENSG00000237381.2	AL023280.1	1423
ENSG00000237382.2	AC127537.2	465
ENSG00000237383.1	CNN2P11	262
ENSG00000237385.1	AL583839.2	641
ENSG00000237387.1	AL022329.2	660
ENSG00000237388.2	OR4A47	1064
ENSG00000237389.1	AL645634.2	411
ENSG00000237390.1	AL139130.1	5586
ENSG00000237396.1	LINC01384	659
ENSG00000237398.1	HLA-DPA3	229
ENSG00000237399.6	PITRM1-AS1	1713.33333333333
ENSG00000237400.1	AC006960.2	531
ENSG00000237401.5	LINC01304	1092.27272727273
ENSG00000237402.1	CAMTA1-IT1	365
ENSG00000237404.1	NA	NA
ENSG00000237406.1	NDUFA9P1	1135
ENSG00000237407.1	AP000552.3	775
ENSG00000237408.1	ART2BP	499
ENSG00000237409.2	AL513302.1	428
ENSG00000237410.1	AP001092.1	469
ENSG00000237412.5	PRSS56	1649
ENSG00000237413.4	MGC27382	1581.5
ENSG00000237414.2	AL365204.2	687
ENSG00000237415.2	NRBF2P3	865
ENSG00000237416.5	NA	NA
ENSG00000237417.1	XRCC6P1	1805
ENSG00000237418.1	AC069257.2	155
ENSG00000237419.1	AL954642.1	538
ENSG00000237422.1	AL158071.3	506
ENSG00000237423.1	LINC01522	429
ENSG00000237424.1	FOXD2-AS1	2509
ENSG00000237425.1	RPSAP2	888
ENSG00000237426.1	ZIK1P1	1459
ENSG00000237427.1	TOMM22P1	312
ENSG00000237428.1	ASH2LP2	1561
ENSG00000237429.1	BX293535.1	283
ENSG00000237432.2	RPS7P12	582
ENSG00000237433.1	RPSAP11	881
ENSG00000237434.1	AL512635.1	832
ENSG00000237435.7	AC099566.1	692.833333333333
ENSG00000237436.1	AL590128.2	415
ENSG00000237437.1	ASS1P12	1227
ENSG00000237438.5	CECR7	1290.6
ENSG00000237439.1	Z83839.1	630
ENSG00000237440.7	ZNF737	1053.8
ENSG00000237441.8	RGL2	1607.36363636364
ENSG00000237442.3	HNRNPA1P57	744
ENSG00000237443.1	OR13D2P	907
ENSG00000237444.1	AP001342.1	525
ENSG00000237445.2	AL359771.1	379
ENSG00000237446.1	RHEBP3	351
ENSG00000237447.1	CDC27P2	1922
ENSG00000237449.1	TAAR4P	1039
ENSG00000237450.5	RPL23AP71	469
ENSG00000237451.3	CDK2AP2P2	367
ENSG00000237452.2	BHMG1	2749
ENSG00000237453.1	AC096536.2	343
ENSG00000237456.3	AC104849.1	405
ENSG00000237457.5	LINC01351	499
ENSG00000237458.1	TUBB4BP3	271
ENSG00000237460.2	LINC01661	708
ENSG00000237461.1	AL359710.1	1544
ENSG00000237463.4	AL157714.2	1124
ENSG00000237464.1	AL031663.2	355
ENSG00000237466.1	MTCO3P41	328
ENSG00000237467.1	USP9YP35	412
ENSG00000237468.2	AL359547.1	2190
ENSG00000237469.2	TUBB8P10	1279
ENSG00000237470.3	DCLRE1CP1	470
ENSG00000237471.1	AC073115.2	555
ENSG00000237472.1	AC245054.2	319
ENSG00000237473.1	AC068759.1	470
ENSG00000237475.2	RPL7P53	739
ENSG00000237476.1	LINC01637	684
ENSG00000237477.1	AC093911.1	552
ENSG00000237478.2	AL390023.1	262
ENSG00000237479.1	AC007557.4	430
ENSG00000237480.1	AL355306.2	1344
ENSG00000237481.1	AL117350.1	640
ENSG00000237483.1	RPS27AP8	445
ENSG00000237484.5	LINC01684	1859.33333333333
ENSG00000237485.4	NA	NA
ENSG00000237487.1	VN1R48P	1036
ENSG00000237489.2	LINC00959	1834.5
ENSG00000237490.3	RPS27AP17	455
ENSG00000237491.7	AL669831.5	697.1
ENSG00000237492.1	OR2L9P	913
ENSG00000237493.3	AC034102.1	604
ENSG00000237494.1	AL360007.1	349
ENSG00000237498.2	AC010105.1	385
ENSG00000237499.5	AL357060.3	1054.33333333333
ENSG00000237500.1	AL713851.2	332
ENSG00000237501.1	AC108667.1	249
ENSG00000237503.2	AC239798.3	408
ENSG00000237505.5	PKN2-AS1	2152
ENSG00000237506.3	RPSAP15	861
ENSG00000237510.6	GPAT2P1	1620.5
ENSG00000237512.5	UNC5B-AS1	559.5
ENSG00000237513.1	AC007384.1	788
ENSG00000237514.3	PTP4A1P7	514
ENSG00000237515.7	SHISA9	2602.6
ENSG00000237517.7	DGCR5	2307.33333333333
ENSG00000237520.1	AL391832.1	423
ENSG00000237521.2	OR7E24	1550
ENSG00000237522.1	NONOP2	1231
ENSG00000237523.1	LINC00857	1395
ENSG00000237524.6	AC114783.1	608.9
ENSG00000237525.5	AC012668.3	788
ENSG00000237527.1	AF241725.1	480
ENSG00000237528.1	AL929410.2	189
ENSG00000237529.1	AL137847.2	527
ENSG00000237530.1	AL136140.1	473
ENSG00000237531.4	AL672277.1	588
ENSG00000237532.1	AC012451.1	357
ENSG00000237534.1	LINC00383	817
ENSG00000237539.1	AC003669.1	611
ENSG00000237540.1	RPL36AP36	301
ENSG00000237541.3	HLA-DQA2	1524
ENSG00000237542.1	MTCO3P17	513
ENSG00000237546.1	XKRYP6	1116
ENSG00000237547.1	IGHJ2P	60
ENSG00000237548.1	TTLL11-IT1	1052
ENSG00000237549.1	AC092570.3	693
ENSG00000237550.5	RPL9P9	607.5
ENSG00000237551.1	AC096775.1	448
ENSG00000237552.1	AC099060.1	448
ENSG00000237553.1	AL133547.1	220
ENSG00000237555.1	AL031681.1	400
ENSG00000237556.1	KCND3-AS1	478.666666666667
ENSG00000237557.1	YWHABP1	727
ENSG00000237558.1	CDY7P	1604
ENSG00000237560.4	LINC01497	646.5
ENSG00000237563.1	TTTY21B	307
ENSG00000237565.3	NA	NA
ENSG00000237566.1	AC090955.1	235
ENSG00000237567.1	Z97206.2	589
ENSG00000237568.1	AC099063.1	324
ENSG00000237569.1	TUBAP	1352
ENSG00000237571.1	AC073284.1	404
ENSG00000237572.1	AC092001.1	261
ENSG00000237574.1	LINC01856	2398
ENSG00000237575.4	PYY2	679
ENSG00000237576.1	LINC01888	505
ENSG00000237578.2	NA	NA
ENSG00000237579.2	LINC01514	1338
ENSG00000237580.1	GCSHP3	391
ENSG00000237581.1	AC005538.1	594
ENSG00000237583.1	AC093166.4	318
ENSG00000237584.1	RAC1P4	579
ENSG00000237585.1	LINC00407	295
ENSG00000237586.3	AC090192.1	490
ENSG00000237588.2	AL590666.3	4122
ENSG00000237589.1	HMGN1P32	256
ENSG00000237590.1	AL137026.2	841
ENSG00000237592.2	IGKV1OR10-1	329
ENSG00000237593.1	AL445220.1	559
ENSG00000237594.2	AP000251.1	822
ENSG00000237595.3	AL161937.2	568
ENSG00000237596.5	AL138828.1	724.533333333333
ENSG00000237601.1	AP000358.1	156
ENSG00000237603.1	HMGB3P12	556
ENSG00000237604.1	AP001056.1	821
ENSG00000237605.1	AL591846.2	358
ENSG00000237606.2	AC091286.1	461
ENSG00000237609.1	AF064858.2	292
ENSG00000237610.1	OR4C50P	930
ENSG00000237611.2	Metazoa_SRP	238
ENSG00000237612.1	AP002856.4	569
ENSG00000237613.2	FAM138A	888.5
ENSG00000237614.1	AC073257.2	528
ENSG00000237616.1	USP9YP32	430
ENSG00000237617.1	AC013410.2	201
ENSG00000237618.1	BTBD7P2	620
ENSG00000237619.1	OR3B1P	893
ENSG00000237620.1	GCNT1P5	682
ENSG00000237621.3	OR9A1P	644
ENSG00000237622.1	ELOCP18	337
ENSG00000237623.1	AL591503.3	635
ENSG00000237624.1	OXCT2P1	1535
ENSG00000237626.1	AL161629.1	457
ENSG00000237628.2	MTCO2P19	598
ENSG00000237629.1	UQCRHP2	288
ENSG00000237630.1	NIFKP9	221
ENSG00000237631.2	AL161454.1	569
ENSG00000237632.3	S100A11P1	312
ENSG00000237633.2	AC104623.1	495.5
ENSG00000237635.2	DUX4L29	679
ENSG00000237636.2	ANKRD26P3	2748
ENSG00000237637.1	FRY-AS1	1115
ENSG00000237638.1	LINC02245	2928
ENSG00000237639.2	AC064862.5	334
ENSG00000237640.1	AC004522.2	680
ENSG00000237641.1	AC073476.1	407
ENSG00000237642.1	HMGB3P5	612
ENSG00000237643.1	AL365226.2	397
ENSG00000237645.1	AC092967.1	481
ENSG00000237646.1	HLCS-IT1	531
ENSG00000237647.7	NA	NA
ENSG00000237649.6	KIFC1	1184.5
ENSG00000237650.1	OR11Q1P	877
ENSG00000237651.5	C2orf74	758.333333333333
ENSG00000237653.2	AC026320.2	478
ENSG00000237654.4	AP003025.2	1767.66666666667
ENSG00000237655.1	AC073834.1	590
ENSG00000237658.1	NA	NA
ENSG00000237659.1	RNASEH2CP1	502
ENSG00000237661.1	AC092474.2	719
ENSG00000237662.1	SOCS2P1	557
ENSG00000237663.2	DNAJC19P7	344
ENSG00000237664.1	LINC00316	455
ENSG00000237665.1	GRM7-AS2	520
ENSG00000237666.2	AC097527.1	530
ENSG00000237667.4	LINC01115	1027.5
ENSG00000237668.1	RPS15AP38	372
ENSG00000237669.1	AL671277.2	996
ENSG00000237670.1	LINC01866	201
ENSG00000237671.3	GAGE12C	527
ENSG00000237672.1	KRR1P1	803
ENSG00000237674.1	GSTA7P	448
ENSG00000237675.4	TEX36-AS1	566
ENSG00000237676.1	RPL30P4	333
ENSG00000237679.2	VDAC1P11	852
ENSG00000237682.2	AC234775.2	1792
ENSG00000237684.1	RPSAP35	818
ENSG00000237685.1	AL139039.3	1475
ENSG00000237686.5	AL109615.3	1394
ENSG00000237687.2	LINC00686	332
ENSG00000237689.1	AC007064.2	500
ENSG00000237691.1	IFNWP2	580
ENSG00000237693.4	IRGM	949
ENSG00000237699.1	BX072579.1	344
ENSG00000237700.1	PRAMEF33	1518
ENSG00000237701.1	ATP5JP1	322
ENSG00000237702.2	TRBV3-1	391
ENSG00000237704.1	AP004289.2	1457
ENSG00000237705.1	AC008937.2	619
ENSG00000237706.4	TRIM51EP	1516
ENSG00000237707.1	AL031726.1	568
ENSG00000237708.1	AL139397.2	772
ENSG00000237709.1	EEF1A1P28	1403
ENSG00000237711.1	MTCO3P11	774
ENSG00000237713.1	AC011287.2	842
ENSG00000237714.1	P4HA2-AS1	839
ENSG00000237716.1	AL136309.3	266
ENSG00000237717.1	BX276092.8	250
ENSG00000237718.2	AC009095.1	1326
ENSG00000237719.1	Z95152.1	656
ENSG00000237720.1	AC011995.2	574
ENSG00000237721.1	AF064858.3	509
ENSG00000237722.1	MTND1P29	647
ENSG00000237726.1	NA	NA
ENSG00000237728.2	Z97987.1	412
ENSG00000237729.2	AC002075.2	252
ENSG00000237730.1	AC078991.1	610
ENSG00000237731.1	RNGTTP1	728
ENSG00000237732.8	AC010980.1	669
ENSG00000237734.1	AL163192.1	708
ENSG00000237735.2	AF130359.1	438
ENSG00000237737.4	DCTN1-AS1	978.333333333333
ENSG00000237738.1	RNF216-IT1	337
ENSG00000237740.1	NPAP1P3	1586
ENSG00000237741.1	AC002368.1	388
ENSG00000237742.5	AL365259.1	970
ENSG00000237743.3	FBP2P1	382.5
ENSG00000237745.1	AC009963.4	339
ENSG00000237746.1	ZNF101P1	1720
ENSG00000237747.1	AL160279.1	721
ENSG00000237748.1	UQCRBP1	336
ENSG00000237749.4	AL034379.1	253
ENSG00000237750.2	AC011900.1	2999
ENSG00000237751.2	LINC01143	625
ENSG00000237752.2	AL354685.2	1447
ENSG00000237753.1	AC079922.2	2022
ENSG00000237754.1	AC093655.2	631
ENSG00000237756.1	AL592435.1	469
ENSG00000237757.2	EEF1A1P30	1315
ENSG00000237758.1	BANF1P3	261
ENSG00000237759.1	AL590483.2	567
ENSG00000237760.1	AC023669.2	239
ENSG00000237761.1	AL161646.2	369
ENSG00000237763.8	AMY1A	965
ENSG00000237764.2	AC010099.4	1453
ENSG00000237765.5	FAM200B	1041.95652173913
ENSG00000237766.2	GGTA2P	1125
ENSG00000237767.1	LINC01370	634.5
ENSG00000237768.2	AL731563.2	291
ENSG00000237770.1	SPATA31D2P	4388
ENSG00000237772.1	AC092620.1	680
ENSG00000237773.4	AC003075.1	520.375
ENSG00000237774.3	AC126615.1	630
ENSG00000237775.1	DDR1-AS1	3994
ENSG00000237781.3	AL356356.1	665
ENSG00000237782.3	AL020989.1	469
ENSG00000237783.2	AL356441.2	864
ENSG00000237784.1	AC097713.2	356
ENSG00000237786.1	GFOD1-AS1	332
ENSG00000237787.4	C3orf79	580
ENSG00000237788.1	AL162615.1	1653
ENSG00000237790.1	LINC01318	597
ENSG00000237793.3	RPL18AP16	531
ENSG00000237797.1	AL161935.3	347
ENSG00000237798.1	AC010894.4	457
ENSG00000237799.2	CICP11	2827
ENSG00000237801.4	AMD1P2	992
ENSG00000237802.5	FAM197Y6	1191
ENSG00000237803.4	LINC00211	1045.33333333333
ENSG00000237804.1	HNRNPA1P39	960
ENSG00000237806.1	FAUP2	401
ENSG00000237807.3	AC022034.2	2387
ENSG00000237810.3	AC104852.1	1459
ENSG00000237813.3	AC002066.1	606.5
ENSG00000237815.1	NA	NA
ENSG00000237816.1	RPL21P109	475
ENSG00000237818.1	RPS3AP29	769
ENSG00000237819.4	AC002454.1	443
ENSG00000237821.1	AC083873.1	1099
ENSG00000237823.1	CDY19P	1613
ENSG00000237824.2	RPL23AP33	452
ENSG00000237827.1	RPS15AP29	400
ENSG00000237828.1	PA2G4P1	1197
ENSG00000237831.1	NA	NA
ENSG00000237832.1	AL138808.1	371
ENSG00000237833.1	AL391380.1	1432
ENSG00000237835.1	AC007064.3	359
ENSG00000237836.4	PHKA2-AS1	626.5
ENSG00000237837.1	AC159540.1	555
ENSG00000237838.1	AC092422.1	584
ENSG00000237840.5	FAM21FP	793
ENSG00000237841.1	KRTAP19-9P	191
ENSG00000237842.2	AL157713.1	1531
ENSG00000237843.1	AC016903.2	326
ENSG00000237844.1	AC016766.1	714
ENSG00000237845.1	AL139161.2	740
ENSG00000237846.1	AL773545.3	706
ENSG00000237847.2	FAM231A	510
ENSG00000237848.1	AL606489.2	234
ENSG00000237849.1	NFYAP1	972
ENSG00000237850.6	AC091304.1	3067
ENSG00000237851.1	AL023584.2	444
ENSG00000237852.1	AC119800.1	423
ENSG00000237853.5	NFIA-AS1	347.857142857143
ENSG00000237854.3	LINC00674	419
ENSG00000237856.1	AC062020.1	801
ENSG00000237857.2	NA	NA
ENSG00000237859.1	EEF1A1P31	1131
ENSG00000237860.1	BX119904.4	301
ENSG00000237861.1	AL513325.1	1034
ENSG00000237862.1	Z94160.1	1965
ENSG00000237863.2	AL035425.1	846.5
ENSG00000237864.1	LINC00322	699
ENSG00000237868.1	AC097533.1	479
ENSG00000237870.5	AC073130.1	904
ENSG00000237872.4	POU5F1P4	1085
ENSG00000237873.1	AL158053.1	453
ENSG00000237874.2	AL136972.1	351
ENSG00000237875.1	AL353691.2	59
ENSG00000237876.1	AKR1B1P4	922
ENSG00000237877.5	LINC01473	787
ENSG00000237879.1	LINC00398	906
ENSG00000237880.1	LINC01885	609
ENSG00000237882.1	PPIAP13	478
ENSG00000237883.1	DGUOK-AS1	527.666666666667
ENSG00000237885.1	AL359672.1	409
ENSG00000237886.1	NALT1	587.5
ENSG00000237887.1	RPL23AP32	459
ENSG00000237888.1	AC087650.1	468
ENSG00000237891.1	AL441985.1	251
ENSG00000237892.1	KLF7-IT1	655
ENSG00000237896.5	AC005008.2	577
ENSG00000237897.2	AL512844.2	593
ENSG00000237899.1	AL031289.1	471
ENSG00000237901.1	AC009161.1	376
ENSG00000237902.1	TSPY21P	731
ENSG00000237903.1	AC004000.1	433
ENSG00000237904.2	BX284632.2	399
ENSG00000237906.1	MUPP	566
ENSG00000237907.1	NA	NA
ENSG00000237910.1	MTCO1P18	1419
ENSG00000237911.2	SRP68P3	344
ENSG00000237913.1	FTLP19	394
ENSG00000237914.4	SIRPG-AS1	1602.5
ENSG00000237916.1	AC011753.4	311
ENSG00000237917.1	PARP4P1	2337
ENSG00000237919.4	AL158840.1	608.5
ENSG00000237920.2	AL162591.2	317
ENSG00000237921.2	AC004543.1	369
ENSG00000237922.1	AL450309.1	656
ENSG00000237923.1	AL662797.1	799
ENSG00000237924.1	RPL21P112	463
ENSG00000237926.1	AC239367.3	814
ENSG00000237927.1	AL078604.2	2002
ENSG00000237928.4	NFIA-AS2	897.333333333333
ENSG00000237929.1	RPL31P3	332
ENSG00000237930.1	AC007563.3	371
ENSG00000237931.1	CLIC4P3	752
ENSG00000237934.1	AL590729.1	573
ENSG00000237936.1	AL353093.1	436
ENSG00000237937.4	AP000770.1	476
ENSG00000237938.4	AL450998.3	694.666666666667
ENSG00000237939.1	AC097523.2	652
ENSG00000237940.3	LINC01238	947.25
ENSG00000237941.2	KCNQ1DN	1093
ENSG00000237943.5	PRKCQ-AS1	726.473684210526
ENSG00000237945.6	LINC00649	1202.2
ENSG00000237947.1	AL583854.1	613
ENSG00000237948.1	MTATP6P20	562
ENSG00000237949.1	LINC00844	477
ENSG00000237950.1	AL357079.1	424.666666666667
ENSG00000237951.1	PPIL1P1	499
ENSG00000237952.1	RPL7AP73	353
ENSG00000237953.1	AC013267.1	267
ENSG00000237954.6	AL445218.1	824
ENSG00000237955.1	AC245884.4	472
ENSG00000237956.1	TRIAP1P1	225
ENSG00000237957.5	CT47A5	1298
ENSG00000237959.1	RPL36AP10	322
ENSG00000237961.4	AC118282.1	765
ENSG00000237963.1	AL441964.1	658
ENSG00000237964.3	AC068042.1	1148
ENSG00000237968.1	AC007322.3	701
ENSG00000237970.1	TMEM161BP1	1457
ENSG00000237971.1	AL445523.1	1362
ENSG00000237972.1	TUBG1P	1358
ENSG00000237973.1	MTCO1P12	1543
ENSG00000237974.1	AC000111.3	193
ENSG00000237975.5	FLG-AS1	1228.88888888889
ENSG00000237976.1	AL391069.3	618
ENSG00000237977.1	EIF4HP2	563
ENSG00000237978.4	KCNMB2-AS1	645
ENSG00000237979.1	AC007389.4	793
ENSG00000237980.1	AL590648.3	473
ENSG00000237982.1	AP006193.1	485
ENSG00000237984.3	PTENP1	2605.5
ENSG00000237986.2	CELF2-AS2	540
ENSG00000237987.1	AL606970.4	455
ENSG00000237988.3	OR2I1P	948
ENSG00000237989.1	LINC01679	2798
ENSG00000237990.3	CNTN4-AS1	1129
